timestamp,vtol_in_rw_mode,vtol_in_trans_mode,in_transition_to_fw,vtol_transition_failsafe,fw_permanent_stab
52212214,0,0,0,0,0
52414764,0,0,0,0,0
52619482,0,0,0,0,0
52822641,0,0,0,0,0
53025983,0,0,0,0,0
53225953,0,0,0,0,0
54242681,0,0,0,0,0
54442763,0,0,0,0,0
54645808,0,0,0,0,0
54845837,0,0,0,0,0
55049053,0,0,0,0,0
55252254,0,0,0,0,0
55453852,0,0,0,0,0
55655465,0,0,0,0,0
55858622,0,0,0,0,0
56061957,0,0,0,0,0
56265795,0,0,0,0,0
56469190,0,0,0,0,0
56672255,0,0,0,0,0
56873042,0,0,0,0,0
57074784,0,0,0,0,0
57274760,0,0,0,0,0
57478584,0,0,0,0,0
57681950,0,0,0,0,0
57885145,0,0,0,0,0
58089200,0,0,0,0,0
58292387,0,0,0,0,0
58494647,0,0,0,0,0
58699589,0,0,0,0,0
58902650,0,0,0,0,0
59105832,0,0,0,0,0
59305874,0,0,0,0,0
59509036,0,0,0,0,0
59712351,0,0,0,0,0
59916326,0,0,0,0,0
60119546,0,0,0,0,0
60321828,0,0,0,0,0
60522657,0,0,0,0,0
60725990,0,0,0,0,0
60929030,0,0,0,0,0
61129144,0,0,0,0,0
61332380,0,0,0,0,0
61537938,0,0,0,0,0
61739764,0,0,0,0,0
62548975,0,0,0,0,0
62751516,0,0,0,0,0
62952210,0,0,0,0,0
63151587,0,0,0,0,0
63355550,0,0,0,0,0
63558634,0,0,0,0,0
63761809,0,0,0,0,0
63965845,0,0,0,0,0
64169053,0,0,0,0,0
64369221,0,0,0,0,0
64572344,0,0,0,0,0
64775434,0,0,0,0,0
64979004,0,0,0,0,0
65178802,0,0,0,0,0
65382010,0,0,0,0,0
65585182,0,0,0,0,0
65789010,0,0,0,0,0
65992153,0,0,0,0,0
66195539,0,0,0,0,0
66398633,0,0,0,0,0
66602739,0,0,0,0,0
66805769,0,0,0,0,0
67005240,0,0,0,0,0
67209394,0,0,0,0,0
67412257,0,0,0,0,0
67616207,0,0,0,0,0
67819553,0,0,0,0,0
68022595,0,0,0,0,0
68222784,0,0,0,0,0
68425817,0,0,0,0,0
68629187,0,0,0,0,0
68832242,0,0,0,0,0
69032497,0,0,0,0,0
69235595,0,0,0,0,0
69438637,0,0,0,0,0
69642781,0,0,0,0,0
69846001,0,0,0,0,0
70049978,0,0,0,0,0
70252979,0,0,0,0,0
70456370,0,0,0,0,0
70656211,0,0,0,0,0
70859546,0,0,0,0,0
71062581,0,0,0,0,0
71266797,0,0,0,0,0
71469848,0,0,0,0,0
71673045,0,0,0,0,0
71873041,0,0,0,0,0
73089835,0,0,0,0,0
73293205,0,0,0,0,0
73496411,0,0,0,0,0
73700394,0,0,0,0,0
73903543,0,0,0,0,0
74106644,0,0,0,0,0
74306775,0,0,0,0,0
74510134,0,0,0,0,0
74712952,0,0,0,0,0
75120225,0,0,0,0,0
75323353,0,0,0,0,0
75523437,0,0,0,0,0
75726782,0,0,0,0,0
75930224,0,0,0,0,0
76130140,0,0,0,0,0
76333022,0,0,0,0,0
76536446,0,0,0,0,0
76740339,0,0,0,0,0
76943369,0,0,0,0,0
77146767,0,0,0,0,0
77346636,0,0,0,0,0
77550043,0,0,0,0,0
77753043,0,0,0,0,0
77953050,0,0,0,0,0
78156252,0,0,0,0,0
78355589,0,0,0,0,0
78559739,0,0,0,0,0
78965846,0,0,0,0,0
79169957,0,0,0,0,0
79373206,0,0,0,0,0
79576227,0,0,0,0,0
79779445,0,0,0,0,0
79979584,0,0,0,0,0
80182627,0,0,0,0,0
80385847,0,0,0,0,0
80585917,0,0,0,0,0
80789187,0,0,0,0,0
80993052,0,0,0,0,0
81196268,0,0,0,0,0
81399595,0,0,0,0,0
81603377,0,0,0,0,0
81806789,0,0,0,0,0
82009986,0,0,0,0,0
82209015,0,0,0,0,0
82413156,0,0,0,0,0
82616324,0,0,0,0,0
82820190,0,0,0,0,0
83023430,0,0,0,0,0
83226606,0,0,0,0,0
83430677,0,0,0,0,0
83629966,0,0,0,0,0
83833042,0,0,0,0,0
84032959,0,0,0,0,0
84236250,0,0,0,0,0
84439584,0,0,0,0,0
84643450,0,0,0,0,0
84846628,0,0,0,0,0
85050108,0,0,0,0,0
85250810,0,0,0,0,0
85453335,0,0,0,0,0
85656392,0,0,0,0,0
85856256,0,0,0,0,0
86055424,0,0,0,0,0
86258752,0,0,0,0,0
86461791,0,0,0,0,0
86661957,0,0,0,0,0
86865033,0,0,0,0,0
87069183,0,0,0,0,0
87272335,0,0,0,0,0
87475449,0,0,0,0,0
87675571,0,0,0,0,0
87878761,0,0,0,0,0
88081987,0,0,0,0,0
88281832,0,0,0,0,0
88485010,0,0,0,0,0
88688366,0,0,0,0,0
88892267,0,0,0,0,0
89094103,0,0,0,0,0
89298608,0,0,0,0,0
89502743,0,0,0,0,0
89706119,0,0,0,0,0
89909193,0,0,0,0,0
90109022,0,0,0,0,0
90312159,0,0,0,0,0
90515557,0,0,0,0,0
90719588,0,0,0,0,0
90922640,0,0,0,0,0
91125779,0,0,0,0,0
91325823,0,0,0,0,0
91529055,0,0,0,0,0
91732260,0,0,0,0,0
91932250,0,0,0,0,0
92135576,0,0,0,0,0
92338611,0,0,0,0,0
92542656,0,0,0,0,0
92745955,0,0,0,0,0
92949000,0,0,0,0,0
93153171,0,0,0,0,0
93356236,0,0,0,0,0
93559712,0,0,0,0,0
93762777,0,0,0,0,0
93962756,0,0,0,0,0
94165966,0,0,0,0,0
94368962,0,0,0,0,0
94572985,0,0,0,0,0
94776258,0,0,0,0,0
94980229,0,0,0,0,0
95183580,0,0,0,0,0
95386627,0,0,0,0,0
95589859,0,0,0,0,0
95790210,0,0,0,0,0
95993319,0,0,0,0,0
96197021,0,0,0,0,0
96400193,0,0,0,0,0
96603447,0,0,0,0,0
96804592,0,0,0,0,0
97006886,0,0,0,0,0
97210135,0,0,0,0,0
97410134,0,0,0,0,0
97613175,0,0,0,0,0
97816344,0,0,0,0,0
98018802,0,0,0,0,0
98219701,0,0,0,0,0
98422632,0,0,0,0,0
98626638,0,0,0,0,0
98829976,0,0,0,0,0
99033355,0,0,0,0,0
99233189,0,0,0,0,0
99436239,0,0,0,0,0
99635604,0,0,0,0,0
100038801,0,0,0,0,0
100852397,0,0,0,0,0
101055601,0,0,0,0,0
101259620,0,0,0,0,0
101462925,0,0,0,0,0
101665779,0,0,0,0,0
101865966,0,0,0,0,0
102069047,0,0,0,0,0
102272317,0,0,0,0,0
102476521,0,0,0,0,0
102679717,0,0,0,0,0
102881801,0,0,0,0,0
103082612,0,0,0,0,0
103281804,0,0,0,0,0
103485059,0,0,0,0,0
103685033,0,0,0,0,0
103888338,0,0,0,0,0
104087564,0,0,0,0,0
104291446,0,0,0,0,0
104494794,0,0,0,0,0
104697855,0,0,0,0,0
104901846,0,0,0,0,0
105105176,0,0,0,0,0
105308322,0,0,0,0,0
105512504,0,0,0,0,0
105711393,0,0,0,0,0
105914649,0,0,0,0,0
106114749,0,0,0,0,0
106317850,0,0,0,0,0
106520996,0,0,0,0,0
106725201,0,0,0,0,0
106928252,0,0,0,0,0
107131575,0,0,0,0,0
107335548,0,0,0,0,0
107538629,0,0,0,0,0
107742122,0,0,0,0,0
107942161,0,0,0,0,0
108145066,0,0,0,0,0
108348398,0,0,0,0,0
109361975,0,0,0,0,0
109565082,0,0,0,0,0
109765043,0,0,0,0,0
109968212,0,0,0,0,0
110171560,0,0,0,0,0
110375439,0,0,0,0,0
110578729,0,0,0,0,0
110781773,0,0,0,0,0
110985829,0,0,0,0,0
111189146,0,0,0,0,0
111388505,0,0,0,0,0
111588157,0,0,0,0,0
111790644,0,0,0,0,0
111994655,0,0,0,0,0
112198624,0,0,0,0,0
112401989,0,0,0,0,0
112606048,0,0,0,0,0
112809197,0,0,0,0,0
113012375,0,0,0,0,0
113215556,0,0,0,0,0
113415401,0,0,0,0,0
113618898,0,0,0,0,0
113821785,0,0,0,0,0
114025840,0,0,0,0,0
114229144,0,0,0,0,0
114431567,0,0,0,0,0
114636391,0,0,0,0,0
114839752,0,0,0,0,0
115042924,0,0,0,0,0
115246126,0,0,0,0,0
115445842,0,0,0,0,0
115649069,0,0,0,0,0
115853056,0,0,0,0,0
116056404,0,0,0,0,0
116259627,0,0,0,0,0
116463584,0,0,0,0,0
116666751,0,0,0,0,0
116869858,0,0,0,0,0
117069027,0,0,0,0,0
117272990,0,0,0,0,0
117476234,0,0,0,0,0
117680391,0,0,0,0,0
117883551,0,0,0,0,0
118086761,0,0,0,0,0
118289971,0,0,0,0,0
118493827,0,0,0,0,0
118693169,0,0,0,0,0
118897213,0,0,0,0,0
119100237,0,0,0,0,0
119303396,0,0,0,0,0
119507401,0,0,0,0,0
119710628,0,0,0,0,0
119914026,0,0,0,0,0
120114134,0,0,0,0,0
120317034,0,0,0,0,0
120520263,0,0,0,0,0
120719717,0,0,0,0,0
120923557,0,0,0,0,0
121126757,0,0,0,0,0
121329987,0,0,0,0,0
121533915,0,0,0,0,0
121737056,0,0,0,0,0
121940190,0,0,0,0,0
122144345,0,0,0,0,0
122343448,0,0,0,0,0
122546801,0,0,0,0,0
122746647,0,0,0,0,0
122949849,0,0,0,0,0
123152964,0,0,0,0,0
123357206,0,0,0,0,0
123560195,0,0,0,0,0
123763400,0,0,0,0,0
123963410,0,0,0,0,0
124166644,0,0,0,0,0
124369963,0,0,0,0,0
124569922,0,0,0,0,0
124772952,0,0,0,0,0
125993846,0,0,0,0,0
126193961,0,0,0,0,0
126397038,0,0,0,0,0
126600209,0,0,0,0,0
126803436,0,0,0,0,0
127007416,0,0,0,0,0
127210648,0,0,0,0,0
127413832,0,0,0,0,0
127613819,0,0,0,0,0
127817033,0,0,0,0,0
128020401,0,0,0,0,0
128220232,0,0,0,0,0
128423543,0,0,0,0,0
128626639,0,0,0,0,0
128830647,0,0,0,0,0
129033843,0,0,0,0,0
129237032,0,0,0,0,0
129440356,0,0,0,0,0
129644544,0,0,0,0,0
129847600,0,0,0,0,0
130047586,0,0,0,0,0
130250909,0,0,0,0,0
130454014,0,0,0,0,0
130657215,0,0,0,0,0
130860994,0,0,0,0,0
131064501,0,0,0,0,0
131266794,0,0,0,0,0
131670579,0,0,0,0,0
131869977,0,0,0,0,0
132073848,0,0,0,0,0
132277157,0,0,0,0,0
132480399,0,0,0,0,0
132684505,0,0,0,0,0
132887572,0,0,0,0,0
133089851,0,0,0,0,0
133294781,0,0,0,0,0
133498011,0,0,0,0,0
133701191,0,0,0,0,0
133901166,0,0,0,0,0
134104344,0,0,0,0,0
134307459,0,0,0,0,0
134511422,0,0,0,0,0
134714617,0,0,0,0,0
134917817,0,0,0,0,0
135121808,0,0,0,0,0
135325212,0,0,0,0,0
135528182,0,0,0,0,0
135728397,0,0,0,0,0
135931409,0,0,0,0,0
136134649,0,0,0,0,0
136338612,0,0,0,0,0
136541826,0,0,0,0,0
136745074,0,0,0,0,0
136948989,0,0,0,0,0
137152232,0,0,0,0,0
137351612,0,0,0,0,0
137555444,0,0,0,0,0
137758602,0,0,0,0,0
137961845,0,0,0,0,0
138165975,0,0,0,0,0
138369014,0,0,0,0,0
138572532,0,0,0,0,0
138776498,0,0,0,0,0
138975424,0,0,0,0,0
139178755,0,0,0,0,0
139381830,0,0,0,0,0
139581835,0,0,0,0,0
139785166,0,0,0,0,0
139988214,0,0,0,0,0
140192180,0,0,0,0,0
140395538,0,0,0,0,0
140598652,0,0,0,0,0
140802656,0,0,0,0,0
141005044,0,0,0,0,0
141205854,0,0,0,0,0
141409174,0,0,0,0,0
141612260,0,0,0,0,0
141815604,0,0,0,0,0
142019456,0,0,0,0,0
142222755,0,0,0,0,0
142425785,0,0,0,0,0
142626140,0,0,0,0,0
142829360,0,0,0,0,0
143032339,0,0,0,0,0
143232263,0,0,0,0,0
143435589,0,0,0,0,0
143638796,0,0,0,0,0
143842627,0,0,0,0,0
144045836,0,0,0,0,0
144249043,0,0,0,0,0
144449015,0,0,0,0,0
144652506,0,0,0,0,0
144853801,0,0,0,0,0
145055595,0,0,0,0,0
145258632,0,0,0,0,0
145461983,0,0,0,0,0
145665945,0,0,0,0,0
145869036,0,0,0,0,0
146072153,0,0,0,0,0
146272250,0,0,0,0,0
146475580,0,0,0,0,0
146678758,0,0,0,0,0
146878615,0,0,0,0,0
147081823,0,0,0,0,0
147281378,0,0,0,0,0
147485144,0,0,0,0,0
147688189,0,0,0,0,0
147891583,0,0,0,0,0
148094775,0,0,0,0,0
148298592,0,0,0,0,0
148501815,0,0,0,0,0
148702120,0,0,0,0,0
148904978,0,0,0,0,0
149108254,0,0,0,0,0
149308226,0,0,0,0,0
149512999,0,0,0,0,0
149714735,0,0,0,0,0
149918633,0,0,0,0,0
150121977,0,0,0,0,0
150324986,0,0,0,0,0
150528219,0,0,0,0,0
150728236,0,0,0,0,0
150931552,0,0,0,0,0
151131380,0,0,0,0,0
151334951,0,0,0,0,0
151537878,0,0,0,0,0
151741048,0,0,0,0,0
151945007,0,0,0,0,0
152148390,0,0,0,0,0
152351551,0,0,0,0,0
152553846,0,0,0,0,0
152754641,0,0,0,0,0
152954742,0,0,0,0,0
153564228,0,0,0,0,0
153768236,0,0,0,0,0
153971375,0,0,0,0,0
154174772,0,0,0,0,0
154378781,0,0,0,0,0
154581985,0,0,0,0,0
154781817,0,0,0,0,0
154981023,0,0,0,0,0
155184268,0,0,0,0,0
155383578,0,0,0,0,0
155587373,0,0,0,0,0
155790637,0,0,0,0,0
155993777,0,0,0,0,0
156197799,0,0,0,0,0
156400999,0,0,0,0,0
156604259,0,0,0,0,0
156804493,0,0,0,0,0
157007481,0,0,0,0,0
157210606,0,0,0,0,0
157410918,0,0,0,0,0
157613978,0,0,0,0,0
157817190,0,0,0,0,0
158021029,0,0,0,0,0
158224412,0,0,0,0,0
158427449,0,0,0,0,0
158631385,0,0,0,0,0
158834626,0,0,0,0,0
159033854,0,0,0,0,0
159237051,0,0,0,0,0
159437038,0,0,0,0,0
159640221,0,0,0,0,0
159842752,0,0,0,0,0
160043452,0,0,0,0,0
160246659,0,0,0,0,0
160449854,0,0,0,0,0
160653846,0,0,0,0,0
160857175,0,0,0,0,0
161060246,0,0,0,0,0
161463443,0,0,0,0,0
161669991,0,0,0,0,0
161870761,0,0,0,0,0
162073776,0,0,0,0,0
162277028,0,0,0,0,0
162477163,0,0,0,0,0
162680169,0,0,0,0,0
162883414,0,0,0,0,0
163083438,0,0,0,0,0
163286752,0,0,0,0,0
163489848,0,0,0,0,0
163689961,0,0,0,0,0
163893062,0,0,0,0,0
164096239,0,0,0,0,0
164300188,0,0,0,0,0
164503386,0,0,0,0,0
164706600,0,0,0,0,0
164906653,0,0,0,0,0
165109962,0,0,0,0,0
166326786,0,0,0,0,0
166530001,0,0,0,0,0
166734203,0,0,0,0,0
166937187,0,0,0,0,0
167140350,0,0,0,0,0
167339619,0,0,0,0,0
167543457,0,0,0,0,0
167746593,0,0,0,0,0
167949947,0,0,0,0,0
168153771,0,0,0,0,0
168357029,0,0,0,0,0
168560172,0,0,0,0,0
168764383,0,0,0,0,0
168963394,0,0,0,0,0
169166629,0,0,0,0,0
169369843,0,0,0,0,0
169570168,0,0,0,0,0
169773091,0,0,0,0,0
169977025,0,0,0,0,0
170180252,0,0,0,0,0
170383454,0,0,0,0,0
170586944,0,0,0,0,0
170790803,0,0,0,0,0
170993978,0,0,0,0,0
171193991,0,0,0,0,0
171397154,0,0,0,0,0
171600242,0,0,0,0,0
171803412,0,0,0,0,0
172005014,0,0,0,0,0
172206613,0,0,0,0,0
172410000,0,0,0,0,0
172614042,0,0,0,0,0
172817163,0,0,0,0,0
173017151,0,0,0,0,0
173220404,0,0,0,0,0
173423553,0,0,0,0,0
173626774,0,0,0,0,0
173830623,0,0,0,0,0
174033827,0,0,0,0,0
174237943,0,0,0,0,0
174441122,0,0,0,0,0
174644547,0,0,0,0,0
174843394,0,0,0,0,0
175047438,0,0,0,0,0
175250605,0,0,0,0,0
175453856,0,0,0,0,0
175658007,0,0,0,0,0
175861193,0,0,0,0,0
176064255,0,0,0,0,0
176268216,0,0,0,0,0
176467601,0,0,0,0,0
176670892,0,0,0,0,0
176870838,0,0,0,0,0
177073793,0,0,0,0,0
177277153,0,0,0,0,0
177481048,0,0,0,0,0
177684355,0,0,0,0,0
177887407,0,0,0,0,0
178089837,0,0,0,0,0
178290748,0,0,0,0,0
178493834,0,0,0,0,0
178693943,0,0,0,0,0
178897039,0,0,0,0,0
179100218,0,0,0,0,0
179303549,0,0,0,0,0
180524381,0,0,0,0,0
180724550,0,0,0,0,0
180927604,0,0,0,0,0
181130661,0,0,0,0,0
181334807,0,0,0,0,0
181538005,0,0,0,0,0
181741184,0,0,0,0,0
181945229,0,0,0,0,0
182148289,0,0,0,0,0
182351574,0,0,0,0,0
182551354,0,0,0,0,0
182754633,0,0,0,0,0
182957798,0,0,0,0,0
183161807,0,0,0,0,0
183365034,0,0,0,0,0
183568993,0,0,0,0,0
183772261,0,0,0,0,0
183975613,0,0,0,0,0
184174656,0,0,0,0,0
184373983,0,0,0,0,0
184573862,0,0,0,0,0
184777166,0,0,0,0,0
184980443,0,0,0,0,0
185184401,0,0,0,0,0
185387436,0,0,0,0,0
185589862,0,0,0,0,0
185794808,0,0,0,0,0
185997864,0,0,0,0,0
186201033,0,0,0,0,0
186400925,0,0,0,0,0
186604336,0,0,0,0,0
186807455,0,0,0,0,0
187011543,0,0,0,0,0
187214938,0,0,0,0,0
187417945,0,0,0,0,0
187621989,0,0,0,0,0
187825293,0,0,0,0,0
188025996,0,0,0,0,0
188228400,0,0,0,0,0
188431552,0,0,0,0,0
188634889,0,0,0,0,0
188837805,0,0,0,0,0
189041983,0,0,0,0,0
189245158,0,0,0,0,0
189445301,0,0,0,0,0
189648346,0,0,0,0,0
189851598,0,0,0,0,0
190054692,0,0,0,0,0
190254801,0,0,0,0,0
190458118,0,0,0,0,0
190661182,0,0,0,0,0
190865061,0,0,0,0,0
191068516,0,0,0,0,0
191271573,0,0,0,0,0
191475589,0,0,0,0,0
191678789,0,0,0,0,0
191878106,0,0,0,0,0
192081975,0,0,0,0,0
192285185,0,0,0,0,0
192488239,0,0,0,0,0
192692208,0,0,0,0,0
192895440,0,0,0,0,0
193098638,0,0,0,0,0
193298804,0,0,0,0,0
193501790,0,0,0,0,0
194311420,0,0,0,0,0
194514793,0,0,0,0,0
194718616,0,0,0,0,0
194921842,0,0,0,0,0
195126014,0,0,0,0,0
195329417,0,0,0,0,0
195532382,0,0,0,0,0
195734757,0,0,0,0,0
195935449,0,0,0,0,0
196138608,0,0,0,0,0
196341831,0,0,0,0,0
196545851,0,0,0,0,0
196749061,0,0,0,0,0
196952210,0,0,0,0,0
197156223,0,0,0,0,0
197355536,0,0,0,0,0
197558017,0,0,0,0,0
197758634,0,0,0,0,0
197961791,0,0,0,0,0
198165057,0,0,0,0,0
198369129,0,0,0,0,0
198572493,0,0,0,0,0
198775556,0,0,0,0,0
198979708,0,0,0,0,0
199182915,0,0,0,0,0
199385940,0,0,0,0,0
199585145,0,0,0,0,0
199789159,0,0,0,0,0
199992516,0,0,0,0,0
200195594,0,0,0,0,0
200399528,0,0,0,0,0
200602630,0,0,0,0,0
200805797,0,0,0,0,0
201005851,0,0,0,0,0
201209000,0,0,0,0,0
201412260,0,0,0,0,0
201612226,0,0,0,0,0
201815698,0,0,0,0,0
202018265,1,1,0,0,0
202222234,1,1,0,0,0
202425409,1,1,0,0,0
202624669,1,1,0,0,0
202828613,1,1,0,0,0
203031820,1,1,0,0,0
203235031,1,1,0,0,0
203435025,1,1,0,0,0
203638227,1,1,0,0,0
203841504,1,1,0,0,0
204045451,1,1,0,0,0
204248624,1,1,0,0,0
204451810,1,1,0,0,0
204655871,1,1,0,0,0
204859076,1,1,0,0,0
205062258,1,1,0,0,0
205265456,1,1,0,0,0
205465419,1,1,0,0,0
205668661,1,1,0,0,0
205871811,1,0,0,0,0
206075889,1,0,0,0,0
206279027,1,0,0,0,0
206482250,1,0,0,0,0
206686237,1,0,0,0,0
206885478,1,0,0,0,0
207088622,1,0,0,0,0
207288647,1,0,0,0,0
207491819,1,0,0,0,0
207695060,1,0,0,0,0
208505454,1,0,0,0,0
208708663,1,0,0,0,0
208907876,1,0,0,0,0
209111844,1,0,0,0,0
209311068,1,0,0,0,0
209514270,1,0,0,0,0
209717452,1,0,0,0,0
209917455,1,0,0,0,0
210120662,1,0,0,0,0
210326310,1,0,0,0,0
210527886,1,0,0,0,0
210731014,1,0,0,0,0
210934329,1,0,0,0,0
211138246,1,0,0,0,0
211341423,1,0,0,0,0
211540640,1,0,0,0,0
211740652,1,0,0,0,0
211943852,1,0,0,0,0
212147093,1,0,0,0,0
212351014,1,0,0,0,0
212554264,1,0,0,0,0
212757453,1,0,0,0,0
212961411,1,0,0,0,0
213164656,1,0,0,0,0
213367812,1,0,0,0,0
213567835,1,0,0,0,0
213771009,1,0,0,0,0
213974270,1,0,0,0,0
214177447,1,0,0,0,0
214381518,1,0,0,0,0
214584621,1,0,0,0,0
214787851,1,0,0,0,0
214991862,1,0,0,0,0
215191071,1,0,0,0,0
215394229,1,0,0,0,0
215594263,1,0,0,0,0
215797454,1,0,0,0,0
216001436,1,0,0,0,0
216204608,1,0,0,0,0
216407812,1,0,0,0,0
216611853,1,0,0,0,0
216815026,1,0,0,0,0
217018277,1,0,0,0,0
217221422,1,0,0,0,0
217424650,1,0,0,0,0
217624650,1,0,0,0,0
217827835,1,0,0,0,0
218031812,1,0,0,0,0
218235111,1,0,0,0,0
219044674,1,0,0,0,0
219247809,1,0,0,0,0
219447865,1,0,0,0,0
